IDS,COUNTY_NAME,LONGITUDE,LATITUDE,SURFELV,WELL_TYPE,LOG_TYPE,TOP_DANVILLE,THICK_DANVILLE,TOP_HERRIN,THICK_HERRIN,TOP_SPRING,THICK_SPRING,TOP_COLCH,THICK_COLCH,TOP_SEELY,THICK_SEELY
10100330000C,LAWRENCE,-87.756135,38.647574,452,Oil and Gas Test,Electric Log,-124,2.5,-155,,-227,4,,,,
10100334000C,LAWRENCE,-87.806353,38.614339,445,Oil and Gas Test,Electric Log,-197,3,-225,2.5,-311,3.5,-486,,,
10100336000C,LAWRENCE,-87.813161,38.623642,462,Oil and Gas Test,Electric Log,-174,3,-200,3,-297,3.5,-471,,,
10100337000C,LAWRENCE,-87.822701,38.614632,472,Oil and Gas Test,Electric Log,-186,2.5,,,-298,4,-473,,,
10100339000C,LAWRENCE,-87.84369,38.622224,479,Oil and Gas Test,Electric Log,-241,3.5,-272,3.5,-356,4,-549,,,
10100340000C,LAWRENCE,-87.824641,38.634787,487,Oil and Gas Test,Electric Log,-169,3,-199,3,-273,2.5,-468,,,
10100342000C,LAWRENCE,-87.803573,38.636364,462,Oil and Gas Test,Electric Log,-105,3,-133,3,-230,3,-430,,,
10100343000C,LAWRENCE,-87.810646,38.632781,480,Oil and Gas Test,Electric Log,-124,2.5,,,-247,3,-455,,,
10100344000C,LAWRENCE,-87.857665,38.629746,477,Oil and Gas Test,Electric Log,-286,3,-318,,-409,,-593,,-638,4.5
10100345000C,LAWRENCE,-87.891969,38.637037,525,Oil and Gas Test,Electric Log,-394,3,-435,4,-535,4.5,-712,,-761,4.5
10100348000C,LAWRENCE,-87.80651,38.606999,458,Oil and Gas Test,Electric Log,-203,3,-229,,-319,3.5,-494,,-529,2.5
10100350000C,LAWRENCE,-87.825243,38.605424,479,Oil and Gas Test,Electric Log,-198,3,-229,3,-301,4,-491,,-545,
10100351000C,LAWRENCE,-87.841762,38.601899,539,Oil and Gas Test,Electric Log,-205,3.5,-232,2.5,-313,3.5,-505,,-556,2
10100352000C,LAWRENCE,-87.872048,38.613431,458,Oil and Gas Test,Electric Log,-252,3,-279,,-386,3.5,-589,,-634,3
10100353000C,LAWRENCE,-87.897036,38.613065,507,Oil and Gas Test,Electric Log,-338,3.5,-368,,-477,4,-683,,-733,2
10100354000C,LAWRENCE,-87.90036,38.594915,482,Oil and Gas Test,Electric Log,-295,2,-328,,-443,3.5,-661,,-717,3.5
10100355000C,LAWRENCE,-87.818033,38.612742,472,Oil and Gas Test,Electric Log,-200,2.5,-229,2.5,-315,4,-483,,-549,2
10100357000C,LAWRENCE,-87.818397,38.596127,465,Oil and Gas Test,Electric Log,-194,3,-225,3,-305,3,-492,,-550,
10100359000C,LAWRENCE,-87.814297,38.57025,477,Oil and Gas Test,Electric Log,-231,3,-263,2.5,-367,4,-538,,-600,2
10100361000C,LAWRENCE,-87.804648,38.584954,435,Oil and Gas Test,Electric Log,-212,3,,,-349,5,-514,,-539,3
10100362000C,LAWRENCE,-87.830579,38.574117,505,Oil and Gas Test,Electric Log,-213,2.5,-235,,-336,3,,,,
10100364000C,LAWRENCE,-87.807141,38.577582,464,Oil and Gas Test,Electric Log,-207,3,-234,,-361,5,-519,,-563,
10100365000C,LAWRENCE,-87.842049,38.58351,522,Oil and Gas Test,Electric Log,-190,4,-214,3,-314,4,-506,,-564,5
10100371000C,LAWRENCE,-87.881915,38.578282,440,Oil and Gas Test,Electric Log,-241,3,-266,,-375,4,-584,,-650,2
10100372000C,LAWRENCE,-87.908827,38.583675,469,Oil and Gas Test,Electric Log,-305,3,-342,,-430,3.5,-645,,-704,4
10100373000C,LAWRENCE,-87.900508,38.583775,467,Oil and Gas Test,Electric Log,-276,3.5,-308,3,-417,4.5,-625,,-694,2
10100374000C,LAWRENCE,-87.810726,38.629104,468,Oil and Gas Test,Electric Log,-140,3.5,-167,3,-257,3,,,,
10100376000C,LAWRENCE,-87.860938,38.580024,458,Oil and Gas Test,Electric Log,-214,3,-243,,-335,3.5,-544,,-602,2.5
10100378000C,LAWRENCE,-87.801043,38.647396,436,Oil and Gas Test,Electric Log,-117,2.5,,,-238,3,-424,,-459,2
10100379000C,LAWRENCE,-87.819724,38.65133,464,Oil and Gas Test,Electric Log,-161,2,-191,,-271,3,-465,,-490,4
10100382000C,LAWRENCE,-87.845612,38.656927,544,Oil and Gas Test,Electric Log,-287,2.5,-320,3,-405,4,-577,,-620,3.5
10100383000C,LAWRENCE,-87.859765,38.644043,484,Oil and Gas Test,Electric Log,-324,3,-360,3.5,-460,,-617,,-658,
10100384000C,LAWRENCE,-87.889875,38.649971,514,Oil and Gas Test,Electric Log,-369,2.5,-415,,-507,,-700,,-724,
10100385000C,LAWRENCE,-87.873515,38.664664,511,Oil and Gas Test,Electric Log,-377,3,-424,,-523,,-679,,-725,2
10100386000C,LAWRENCE,-87.824355,38.662404,499,Oil and Gas Test,Electric Log,-151,2.5,-181,,-267,3.5,-458,,-481,4
10100387000C,LAWRENCE,-87.812529,38.667882,469,Oil and Gas Test,Electric Log,-96,2.5,-125,3,-230,,-411,,-431,4
10100388000C,LAWRENCE,-87.798305,38.686246,479,Oil and Gas Test,Electric Log,-67,3,,,-181,4,-361,,-384,3.5
10100392000C,LAWRENCE,-87.833672,38.679014,516,Oil and Gas Test,Electric Log,-155,,-190,,-284,4,-469,,-498,3
10100394000C,LAWRENCE,-87.824229,38.678953,532,Oil and Gas Test,Electric Log,-115,2.5,,,-245,2.5,-424,,-436,3
10100395000C,LAWRENCE,-87.817098,38.689919,471,Oil and Gas Test,Electric Log,-80,2.5,-114,,-197,3.5,-381,,-403,3.5
10100400000C,LAWRENCE,-87.82888,38.695565,539,Oil and Gas Test,Electric Log,-86,3,,,-218,3,-400,,-428,4
10100402000C,LAWRENCE,-87.847527,38.695681,490,Oil and Gas Test,Electric Log,-218,,-260,2,-338,3.5,-520,,-561,3
10100403000C,LAWRENCE,-87.801544,38.70439,510,Oil and Gas Test,Electric Log,-67,2.5,,,-182,3,-360,,-370,2
10100404000C,LAWRENCE,-87.812212,38.710121,512,Oil and Gas Test,Electric Log,-78,3,-106,,-191,4,-368,,,
10100405000C,LAWRENCE,-87.872666,38.703387,468,Oil and Gas Test,Electric Log,-311,2.5,-365,3.5,-454,5,-624,,,
10100406000C,LAWRENCE,-87.907738,38.725571,489,Oil and Gas Test,Electric Log,-376,,-440,4,-513,4,-711,,,
10100407000C,LAWRENCE,-87.889106,38.712626,504,Oil and Gas Test,Electric Log,-340,2,,,-483,4,-676,,,
10100408000C,LAWRENCE,-87.848525,38.730867,466,Oil and Gas Test,Electric Log,-205,2.5,-256,,-344,,-506,,-555,4
10100409000C,LAWRENCE,-87.849103,38.727244,464,Oil and Gas Test,Electric Log,-213,,-263,,-350,,-516,,-560,4
10100412000C,LAWRENCE,-87.823718,38.74469,473,Oil and Gas Test,Electric Log,-90,2,-145,2,-219,3.5,-403,,-428,2
10100414000C,LAWRENCE,-87.816775,38.737261,568,Oil and Gas Test,Electric Log,-36,2,,,-180,,-367,,,
10100415000C,LAWRENCE,-87.847237,38.73823,553,Oil and Gas Test,Electric Log,-181,2.5,,,-311,3.5,-481,,,
10100418000C,LAWRENCE,-87.807867,38.766738,433,Oil and Gas Test,Electric Log,55,,,,,,-255,,-280,
10100420000C,LAWRENCE,-87.857817,38.754856,453,Oil and Gas Test,Electric Log,-228,,-285,,-357,5,-537,,-577,2
10100421000C,LAWRENCE,-87.871411,38.775176,462,Oil and Gas Test,Electric Log,-240,,-304,,-378,4,,,,
10100422000C,LAWRENCE,-87.900374,38.762315,454,Oil and Gas Test,Electric Log,-368,,-434,,-503,3.5,-696,,-742,
10100424000C,LAWRENCE,-87.848012,38.788069,479,Oil and Gas Test,Electric Log,-169,,-235,4,-313,5,-486,,,
10100426000C,LAWRENCE,-87.85044,38.782529,468,Oil and Gas Test,Electric Log,-178,,-244,4,-325,5.5,-486,,-528,
10100430000C,LAWRENCE,-87.87401,38.79728,504,Oil and Gas Test,Electric Log,-234,,,,-368,4,-572,,,
10100431000C,LAWRENCE,-87.852699,38.791772,485,Oil and Gas Test,Electric Log,-173,,-233,,-305,4,-482,,,
10100434000C,LAWRENCE,-87.862247,38.780691,467,Oil and Gas Test,Electric Log,-203,,-265,2.5,-335,5,-503,,,
10100435000C,LAWRENCE,-87.795382,38.790398,433,Oil and Gas Test,Electric Log,115,,,,-1,3.5,-171,,,
10100440000C,LAWRENCE,-87.761027,38.774494,436,Oil and Gas Test,Electric Log,8,,-53,,-118,4,-315,,,
10100445000C,LAWRENCE,-87.790068,38.736316,539,Oil and Gas Test,Electric Log,67,2.5,,,-59,3,-234,,-243,
10100446000C,LAWRENCE,-87.730108,38.732594,500,Oil and Gas Test,Electric Log,18,1.5,-31,,-102,3,-284,,-293,3
10100447000C,LAWRENCE,-87.721132,38.743756,430,Oil and Gas Test,Electric Log,10,2,,,-109,2.5,-297,,-306,
10100450000C,LAWRENCE,-87.707585,38.733024,489,Oil and Gas Test,Electric Log,39,,,,-73,2.5,-283,,-299,
10100451000C,LAWRENCE,-87.702102,38.752735,421,Oil and Gas Test,Electric Log,-14,,,,-129,4,,,,
10100452000C,LAWRENCE,-87.718751,38.756631,421,Oil and Gas Test,Electric Log,-12,,,,-129,,,,,
10100458000C,LAWRENCE,-87.777021,38.777914,436,Oil and Gas Test,Electric Log,105,2,48,2.5,-12,,-196,,,
10100461000C,LAWRENCE,-87.79376,38.663945,458,Oil and Gas Test,Electric Log,-112,2.5,-142,,-232,3,-431,,-447,2.5
10100463000C,LAWRENCE,-87.796063,38.67131,450,Oil and Gas Test,Electric Log,-93,3.5,,,-208,4,-393,,-423,4
10100466000C,LAWRENCE,-87.760739,38.675057,478,Oil and Gas Test,Electric Log,-42,3.5,,,-150,3,-334,,,
10100467000C,LAWRENCE,-87.774776,38.673146,499,Oil and Gas Test,Electric Log,-50,2.5,,,-151,4,-329,,,
10100468000C,LAWRENCE,-87.78889,38.678558,478,Oil and Gas Test,Electric Log,-55,3,,,-168,3,-341,,,
10100471000C,LAWRENCE,-87.793584,38.691276,517,Oil and Gas Test,Electric Log,-64,2.5,-98,,-182,3,-361,,-387,3
10100472000C,LAWRENCE,-87.791519,38.65107,446,Oil and Gas Test,Electric Log,-115,3,,,-229,3.5,-409,,,
10100474000C,LAWRENCE,-87.781971,38.65113,447,Oil and Gas Test,Electric Log,-90,3,-119,,-196,3.5,-389,,,
10100475000C,LAWRENCE,-87.763103,38.653071,507,Oil and Gas Test,Electric Log,-88,2.5,-119,,-189,3.5,-393,,,
10100476000C,LAWRENCE,-87.767795,38.654892,483,Oil and Gas Test,Electric Log,-92,2.5,-123,,-194,3,-387,,-429,
10100480000C,LAWRENCE,-87.738523,38.67521,490,Oil and Gas Test,Electric Log,30,2,-6,,-75,3,-269,,-305,3
10100481000C,LAWRENCE,-87.753767,38.654966,449,Oil and Gas Test,Electric Log,-85,2,-117,,-190,3,,,,
10100492000C,LAWRENCE,-87.793239,38.727549,511,Oil and Gas Test,Electric Log,14,,-35,2,-108,2.5,-289,,-308,3
10100496000C,LAWRENCE,-87.719869,38.689127,470,Oil and Gas Test,Electric Log,46,3,11,,-58,3,-253,,,
10100499000C,LAWRENCE,-87.746653,38.68248,493,Oil and Gas Test,Electric Log,9,3,,,-99,3.5,-280,,-326,2.5
10100503000C,LAWRENCE,-87.695341,38.688419,458,Oil and Gas Test,Electric Log,12,2.5,-17,,-85,3,-262,,,
10100507000C,LAWRENCE,-87.739747,38.666023,506,Oil and Gas Test,Electric Log,18,2.5,,,-82,3,-300,,-324,3
10100520000C,LAWRENCE,-87.746443,38.728665,487,Oil and Gas Test,Electric Log,14,3,-35,,-106,3,-293,,-313,2
10100522000C,LAWRENCE,-87.738018,38.719408,465,Oil and Gas Test,Electric Log,22,,,,-94,2.5,-291,,-312,3
10100524000C,LAWRENCE,-87.716145,38.727242,480,Oil and Gas Test,Electric Log,25,3,,,-96,3,-286,,-304,
10100527000C,LAWRENCE,-87.652559,38.638358,416,Oil and Gas Test,Electric Log,45,2,,,-56,2,-271,,-290,3.5
10100531000C,LAWRENCE,-87.666737,38.626276,465,Oil and Gas Test,Electric Log,68,4,,,-31,4,-245,,-259,3
10100533000C,LAWRENCE,-87.647855,38.632247,411,Oil and Gas Test,Electric Log,51,3,,,-48,3,-269,,-289,3
10100534000C,LAWRENCE,-87.629334,38.634271,408,Oil and Gas Test,Electric Log,14,2.5,,,-82,3,-292,,-318,3.5
10100536000C,LAWRENCE,-87.681681,38.608718,413,Oil and Gas Test,Electric Log,43,3,,,-53,3,-265,,-291,4.5
10100537000C,LAWRENCE,-87.663186,38.610817,500,Oil and Gas Test,Electric Log,28,4,,,-54,3,-265,,-290,3
10100539000C,LAWRENCE,-87.657435,38.585915,431,Oil and Gas Test,Electric Log,52,4.5,11,,-75,3,-286,,-302,5
10100541000C,LAWRENCE,-87.64756,38.626255,410,Oil and Gas Test,Electric Log,52,3.5,,,-50,2.5,-268,,-282,3.5
10100542000C,LAWRENCE,-87.675507,38.648097,427,Oil and Gas Test,Electric Log,29,2.5,4,,-65,3,-273,,-294,4
10100545000C,LAWRENCE,-87.612337,38.655297,408,Oil and Gas Test,Electric Log,28,4,,,-74,3.5,-292,,-318,5
10100547000C,LAWRENCE,-87.605526,38.653181,413,Oil and Gas Test,Electric Log,31,4,3,,-48,5.5,-293,,-320,5
10100549000C,LAWRENCE,-87.658878,38.653624,411,Oil and Gas Test,Electric Log,-1,3,,,-101,3,-309,,-328,3.5
10100550000C,LAWRENCE,-87.65184,38.644353,421,Oil and Gas Test,Electric Log,21,3,,,-79,3,-295,,-317,4
10100554000C,LAWRENCE,-87.670469,38.662451,447,Oil and Gas Test,Electric Log,-1,3.5,-21,,-89,3,-292,,-326,3
10100555000C,LAWRENCE,-87.652008,38.666642,414,Oil and Gas Test,Electric Log,17,3,-14,2,-82,2.5,-280,,-320,4
10100557000C,LAWRENCE,-87.635669,38.667057,456,Oil and Gas Test,Electric Log,,,,,-74,4,-292,,-328,
10100559000C,LAWRENCE,-87.631091,38.660991,410,Oil and Gas Test,Electric Log,12,2,,,-85,3,-295,,-320,2
10100560000C,LAWRENCE,-87.619299,38.662739,410,Oil and Gas Test,Electric Log,13,3,,,-88,4,-290,,-326,2
10100561000C,LAWRENCE,-87.633262,38.683225,414,Oil and Gas Test,Electric Log,20,2,-11,,-79,3,-285,,-314,2.5
10100564000C,LAWRENCE,-87.633293,38.676007,413,Oil and Gas Test,Electric Log,15,3,-13,,-88,2.5,-293,,-321,
10100565000C,LAWRENCE,-87.653862,38.68522,416,Oil and Gas Test,Electric Log,42,,8,,-61,4,-274,,-308,2.5
10100567000C,LAWRENCE,-87.614451,38.68318,415,Oil and Gas Test,Electric Log,26,3,,,-70,3.5,-279,,,
10100568000C,LAWRENCE,-87.609751,38.672058,408,Oil and Gas Test,Electric Log,15,,-14,,-84,4,-292,,-317,3.5
10100570000C,LAWRENCE,-87.595513,38.672079,412,Oil and Gas Test,Electric Log,28,4.5,-6,,-81,3,-278,,-311,2.5
10100572000C,LAWRENCE,-87.667734,38.707304,418,Oil and Gas Test,Electric Log,42,2.5,,,-50,2.5,-242,,,
10100576000C,LAWRENCE,-87.6074,38.688692,415,Oil and Gas Test,Electric Log,37,5,,,-63,3.5,-265,,,
10100580000C,LAWRENCE,-87.59793,38.715027,416,Oil and Gas Test,Electric Log,6,4,-28,,-100,4,-306,,-320,6
10100582000C,LAWRENCE,-87.623836,38.707237,412,Oil and Gas Test,Electric Log,25,5,,,-80,,-284,,-308,2
10100584000C,LAWRENCE,-87.585938,38.731741,424,Oil and Gas Test,Electric Log,93,4,,,-11,3,-196,,,
10100585000C,LAWRENCE,-87.585875,38.71851,420,Oil and Gas Test,Electric Log,54,5,,,-50,3,,,,
10100586000C,LAWRENCE,-87.611668,38.731685,418,Oil and Gas Test,Electric Log,56,5,,,-48,3.5,,,,
10100590000C,LAWRENCE,-87.620332,38.739176,416,Oil and Gas Test,Electric Log,54,,,,-45,,-232,,,
10100591000C,LAWRENCE,-87.625938,38.783774,424,Oil and Gas Test,Electric Log,69,3.5,23,,-50,3.5,-238,,-250,4.5
10100592000C,LAWRENCE,-87.683544,38.766929,443,Oil and Gas Test,Electric Log,0,3,-54,,-139,,-317,,-331,5
10100593000C,LAWRENCE,-87.643311,38.79884,487,Oil and Gas Test,Electric Log,83,3.5,27,3,-43,4,-221,,-238,4.5
10100596000C,LAWRENCE,-87.659723,38.821166,451,Oil and Gas Test,Electric Log,83,3,,,-44,,-239,,-249,4
10100597000C,LAWRENCE,-87.648054,38.800713,484,Oil and Gas Test,Electric Log,72,4,11,,-64,4,-229,,-242,4
10100598000C,LAWRENCE,-87.600472,38.807985,500,Oil and Gas Test,Electric Log,119,3,68,,-9,3.5,-186,,-207,4
10100600000C,LAWRENCE,-87.563547,38.676853,415,Oil and Gas Test,Electric Log,38,4.5,,,-58,4,-265,,-290,6.5
10100601000C,LAWRENCE,-87.55912,38.694408,416,Oil and Gas Test,Electric Log,12,,,,-93,,-303,,,
10100603000C,LAWRENCE,-87.512082,38.741812,416,Oil and Gas Test,Electric Log,106,3,,,6,3.5,-182,,-194,2
10100604000C,LAWRENCE,-87.549237,38.739673,421,Oil and Gas Test,Electric Log,111,5,,,2,3.5,-186,,,
10100605000C,LAWRENCE,-87.555996,38.761452,418,Oil and Gas Test,Electric Log,145,5,,,32,4,-152,,-163,4.5
10100606000C,LAWRENCE,-87.551546,38.748802,417,Oil and Gas Test,Electric Log,131,3.5,,,22,2.5,-155,,,
10100607000C,LAWRENCE,-87.553718,38.757838,420,Oil and Gas Test,Electric Log,120,4,81,1.5,7,3,-179,,-193,3
10100611000C,LAWRENCE,-87.584056,38.828378,449,Oil and Gas Test,Electric Log,126,,73,1.5,7,3,-191,,-201,3
10100613000C,LAWRENCE,-87.619482,38.845384,550,Oil and Gas Test,Electric Log,121,2,71,1.5,3,3.5,-179,,-194,
10100615000C,LAWRENCE,-87.609987,38.830297,483,Oil and Gas Test,Electric Log,80,4,32,1,-45,4,-219,,-238,4.5
10100617000C,LAWRENCE,-87.685721,38.845154,462,Oil and Gas Test,Electric Log,25,4,,,-100,2.5,-288,,-316,
10100618000C,LAWRENCE,-87.748959,38.84875,487,Oil and Gas Test,Electric Log,7,3,-50,1,-124,3,-321,,-337,6
10100619000C,LAWRENCE,-87.755917,38.826497,493,Oil and Gas Test,Electric Log,-25,2,-81,2.5,-147,3,-347,,,
10100622000C,LAWRENCE,-87.817636,38.841473,437,Oil and Gas Test,Electric Log,13,,,,-94,2.5,-288,,-308,4
10100624000C,LAWRENCE,-87.850496,38.835938,448,Oil and Gas Test,Electric Log,-199,,-254,,-321,5,-517,,-532,6
10100625000C,LAWRENCE,-87.812072,38.822111,432,Oil and Gas Test,Electric Log,42,2,-13,,-76,3,-268,,-298,3
10100626000C,LAWRENCE,-87.777062,38.846133,431,Oil and Gas Test,Electric Log,-8,3.5,-69,2.5,-126,2,-315,,-339,3
10100629000C,LAWRENCE,-87.556618,38.817979,427.1,Coal Test,Other Core Study,101.1,4.5,45.6,1.6,-44.6,5.42,,,,
10100630000C,LAWRENCE,-87.524225,38.788449,424.9,Oil and Gas Test,Drillers Log,77.9,3,36.9,4.5,-39.6,3.5,,,,
10100631000C,LAWRENCE,-87.556315,38.787215,423.5,Coal Test,Other Core Study,133.5,4.5,90.5,4,-0.5,6.33,,,,
10100632000C,LAWRENCE,-87.557424,38.777111,418.6,Oil and Gas Test,Drillers Log,145.6,5,104.1,1,13.6,5.83,,,,
10100633000C,LAWRENCE,-87.566133,38.755072,426,Coal Test,Drillers Log,157,4,119,1.5,43,3.5,,,,
10100634000C,LAWRENCE,-87.583379,38.790885,429,Coal Test,Drillers Log,153,4.5,108,2.5,37,4,,,,
10100635000C,LAWRENCE,-87.57502,38.769788,428,Coal Test,Drillers Log,170,3.5,131,2.5,45,4,,,,
10100636000C,LAWRENCE,-87.593151,38.762673,428.2,Coal Test,Drillers Log,115,2.5,70,2.5,-2,4.5,,,,
10100637000C,LAWRENCE,-87.746391,38.630055,433,Oil and Gas Test,Electric Log,-153,2.5,-181,,-250,3,-459,,-482,4.5
10100643000C,LAWRENCE,-87.720911,38.602164,418,Oil and Gas Test,Electric Log,-14,3,-39,,-108,3,-307,,-343,
10100672000C,LAWRENCE,-87.746521,38.616883,431,Oil and Gas Test,Electric Log,-164,,-190,,-263,3.5,-469,,-494,4.5
10100673000C,LAWRENCE,-87.678498,38.578329,418,Oil and Gas Test,Electric Log,4,3.5,-36,,-117,3,-331,,-342,5
10100678000C,LAWRENCE,-87.812864,38.835881,440,Oil and Gas Test,Electric Log,30,,-22,,-88,3,-270,,-288,5
10100683000C,LAWRENCE,-87.797643,38.81624,437,Oil and Gas Test,Electric Log,3,1.5,-53,,-121,2.5,-318,,-337,2
10100685000C,LAWRENCE,-87.793532,38.847063,432,Oil and Gas Test,Electric Log,28,2.5,-28,1.5,-118,,-298,,-311,4.5
10100691000C,LAWRENCE,-87.657338,38.589398,443,Oil and Gas Test,Electric Log,63,,23,,-71,4,-282,,-300,5
10100693000C,LAWRENCE,-87.728006,38.682649,488,Oil and Gas Test,Electric Log,42,3,6,,-64,,-262,,-287,3
10100694000C,LAWRENCE,-87.78849,38.814534,434,Oil and Gas Test,Electric Log,-41,2.5,,,-166,2.5,-363,,,
10100696000C,LAWRENCE,-87.832257,38.607348,502,Oil and Gas Test,Electric Log,-192,3,-218,3,-304,3.5,-484,,-548,
10100697000C,LAWRENCE,-87.744536,38.584002,424,Oil and Gas Test,Electric Log,-79,3,-101,2.5,-186,3.5,-376,,-406,3.5
10100698000C,LAWRENCE,-87.675763,38.602464,446,Oil and Gas Test,Electric Log,39,4,,,-59,3,-264,,-318,4.5
10100701000C,LAWRENCE,-87.645656,38.824855,442,Oil and Gas Test,Electric Log,63,3,1,,-69,4,-252,,-279,4
10100705000C,LAWRENCE,-87.617089,38.820974,516,Oil and Gas Test,Electric Log,56,4.5,8,,-71,5,-242,,-250,4.5
10100716000C,LAWRENCE,-87.723704,38.591159,448,Oil and Gas Test,Electric Log,-19,3,-46,,-115,3.5,-312,,-339,7
10100726000C,LAWRENCE,-87.675259,38.673025,463,Oil and Gas Test,Electric Log,26,3.5,-3,2,-71,4,-277,,-297,3.5
10100729000C,LAWRENCE,-87.759003,38.70802,442,Oil and Gas Test,Electric Log,8,2.5,-28,,-98,3.5,-278,,-288,2.5
10100733000C,LAWRENCE,-87.788771,38.696849,501,Oil and Gas Test,Electric Log,-42,3,,,-155,3.5,-341,,-353,2
10100740000C,LAWRENCE,-87.659471,38.604211,448,Oil and Gas Test,Electric Log,49,5,,,-44,3,-246,,-305,
10100742000C,LAWRENCE,-87.772483,38.586168,428,Oil and Gas Test,Electric Log,-233,3,-252,,-361,3,-547,,-586,3
10100757000C,LAWRENCE,-87.767884,38.781743,433,Oil and Gas Test,Electric Log,15,,,,-102,4,-297,,,
10100766000C,LAWRENCE,-87.877146,38.583801,454,Oil and Gas Test,Electric Log,-236,3,-260,,-361,2.5,-580,,-643,4
10100777000C,LAWRENCE,-87.679934,38.617195,412,Oil and Gas Test,Electric Log,38,4,,,-53,3,-268,,-281,
10100797000C,LAWRENCE,-87.819956,38.835918,433,Oil and Gas Test,Electric Log,19,2.5,-36,,-92,4,-282,,-298,4
10100809000C,LAWRENCE,-87.760063,38.702298,442,Oil and Gas Test,Electric Log,12,3,-23,,-93,4,-273,,-285,2.5
10100832000C,LAWRENCE,-87.809554,38.773221,435,Oil and Gas Test,Electric Log,75,2,,,-60,3,-215,,,
10100853000C,LAWRENCE,-87.754067,38.709119,459,Oil and Gas Test,Electric Log,-22,3.5,-61,,-132,,-321,,-338,4
10100856000C,LAWRENCE,-87.572575,38.779835,433,Oil and Gas Test,Electric Log,183,4.5,,,63,3.5,-111,,-123,2.5
10100870000C,LAWRENCE,-87.579448,38.835863,490,Oil and Gas Test,Electric Log,133,4,85,1,16,4,-187,,-195,4
10100871000C,LAWRENCE,-87.574806,38.837147,469,Oil and Gas Test,Electric Log,140,3.5,89,,18,4,-186,,-198,
10100883000C,LAWRENCE,-87.772531,38.647491,469,Oil and Gas Test,Electric Log,-91,2.5,-122,,-193,3.5,-391,,,
10100952000C,LAWRENCE,-87.614679,38.806171,454,Oil and Gas Test,Electric Log,117,5,61,2,-8,3.5,-188,,-196,4.5
10101034000C,LAWRENCE,-87.690781,38.618456,451,Oil and Gas Test,Electric Log,39,3.5,9,,-56,4,-269,,-282,
10101079000C,LAWRENCE,-87.812043,38.748287,466,Oil and Gas Test,Electric Log,-14,,-79,,-162,,-349,,-379,2
10101087000C,LAWRENCE,-87.652499,38.617156,428,Oil and Gas Test,Electric Log,48,4,,,-47,2.5,-259,,-288,5.5
10101111000C,LAWRENCE,-87.758338,38.600524,451,Oil and Gas Test,Electric Log,-187,3.5,-213,,-289,4,-488,,-521,4.5
10101122000C,LAWRENCE,-87.584058,38.813489,428,Oil and Gas Test,Electric Log,103,3.5,49,2.5,-40,6,-196,,-209,3.5
10101126000C,LAWRENCE,-87.788718,38.704205,488,Oil and Gas Test,Electric Log,-18,2,-52,,-127,4,-312,,-329,4.5
10101138000C,LAWRENCE,-87.802642,38.739016,505,Oil and Gas Test,Electric Log,-28,,-79,2,-151,3,-328,,-357,4.5
10101161000C,LAWRENCE,-87.654812,38.620804,457,Oil and Gas Test,Electric Log,62,4.5,,,-38,4,-249,,-266,4
10101164000C,LAWRENCE,-87.631374,38.8081,454,Oil and Gas Test,Electric Log,105,4.5,49,,-24,4,-204,,-213,4
10101209000C,LAWRENCE,-87.774433,38.670167,491,Oil and Gas Test,Electric Log,-61,3,-92,,-159,4,-332,,,
10101210000C,LAWRENCE,-87.690272,38.747865,419,Oil and Gas Test,Electric Log,-15,4,-64,,-129,,-323,,-332,
10101256000C,LAWRENCE,-87.81994,38.826753,436,Oil and Gas Test,Electric Log,26,,-28,,-85,3.5,-271,,-294,
10101271000C,LAWRENCE,-87.758103,38.630022,473,Oil and Gas Test,Electric Log,-141,3,-167,,-248,3.5,-461,,-498,6
10101274000C,LAWRENCE,-87.663411,38.697966,416,Oil and Gas Test,Electric Log,26,3,-3,,-71,3,-274,,-298,3
10101334000C,LAWRENCE,-87.733004,38.576636,430,Oil and Gas Test,Electric Log,-58,3.5,-80,,-166,2.5,-372,,-401,3
10101337000C,LAWRENCE,-87.737473,38.658715,511,Oil and Gas Test,Electric Log,5,3,-25,,-94,3.5,-295,,-324,3
10101339000C,LAWRENCE,-87.818026,38.782315,436,Oil and Gas Test,Electric Log,3,,-54,,-129,4,-303,,,
10101341000C,LAWRENCE,-87.697536,38.638183,445,Oil and Gas Test,Electric Log,37,4,,,-62,4,-268,,-278,6
10101355000C,LAWRENCE,-87.713877,38.605814,430,Oil and Gas Test,Electric Log,-6,3.5,-33,,-102,3,-310,,-338,4
